"coc_number","coc_name","Organization","total_spending_coc"
"NE-502","Lincoln CoC","hud_hopwa",133653277.58587
"FL-503","Lakeland, Winterhaven/Polk County CoC","elderly",133619100
"NJ-506","Jersey City, Bayonne/Hudson County CoC","hud_esg",133489800
"NY-604","Yonkers, Mount Vernon/Westchester County CoC","hud_esg",133465200
"MN-505","St. Cloud/Central Minnesota CoC","cdbg_entitlement",132705900
"TX-701","Bryan, College Station/Brazos Valley CoC","elderly",132620000
"FL-606","Naples/Collier County CoC","coc",131923500
"NE-500","Nebraska Balance of State CoC","cdbg_entitlement",131903629.912133
"FL-520","Citrus, Hernando, Lake, Sumter Counties CoC","home",131567300
"AR-505","Southeast Arkansas CoC","cdbg_entitlement",131561300
"MN-501","St. Paul/Ramsey County CoC","hud_hopwa",130780000
"LA-507","Alexandria/Central Louisiana CoC","elderly",129001900
"IA-502","Des Moines/Polk County CoC","elderly",128932300
"PA-603","Beaver County CoC","home",128931200
"OH-501","Toledo/Lucas County CoC","hud_esg",128638000
"MD-508","Charles, Calvert, St. Mary's Counties CoC","coc",127958300
"OK-503","Oklahoma Balance of State CoC","hud_hopwa",127630273.741922
"NY-510","Ithaca/Tompkins County CoC","cdbg_entitlement",127104700
"SD-500","South Dakota Statewide CoC","coc",126953000
"PA-601","Western Pennsylvania CoC","hud_esg",126906500
"IA-501","Iowa Balance of State CoC","elderly",126682700
"MI-516","Norton Shores, Muskegon City & County CoC","coc",126196100
"IL-519","West Central Illinois CoC","hud_disability",125214800
"NH-501","Manchester CoC","cdbg_entitlement",125101383.696919
"FL-602","Punta Gorda/Charlotte County CoC","coc",124922800
"VA-503","Virginia Beach CoC","elderly",124765900
"GA-503","Athens-Clarke County CoC","coc",123809500
"FL-508","Gainesville/Alachua, Putnam Counties CoC","home",123702100
"FL-513","Palm Bay, Melbourne/Brevard County CoC","elderly",123677300
"GA-504","Augusta-Richmond County CoC","hud_disability",123649100
"NJ-509","Morris County CoC","elderly",123583600
"TX-603","El Paso City & County CoC","elderly",123553400
"MO-606","Missouri Balance of State CoC","home",123446400
"AZ-500","Arizona Balance of State CoC","elderly",123064800
"PA-504","Lower Merion, Norristown, Abington/Montgomery County CoC","elderly",122943500
"AL-500","Birmingham/Jefferson, St. Clair, Shelby Counties CoC","hud_disability",122680100
"CA-500","San Jose/Santa Clara City & County CoC","hud_disability",122578600
"IL-504","Madison County CoC","hud_disability",122346900
"VA-521","Virginia Balance of State CoC","hud_disability",122025200
"NY-505","Syracuse, Auburn/Onondaga, Oswego, Cayuga Counties CoC","hud_esg",121426700
"NJ-516","Warren, Sussex, Hunterdon Counties CoC","cdbg_entitlement",121290300
"TN-503","Central Tennessee CoC","home",121081400
"CA-522","Humboldt County CoC","coc",120997400
"MN-501","St. Paul/Ramsey County CoC","hud_disability",120189500
"VA-603","Alexandria CoC","coc",119680300
"CA-524","Yuba City & County/Sutter County CoC","cdbg_entitlement",119634400
"MI-511","Lenawee County CoC","cdbg_entitlement",119621400
"NC-509","Gastonia/Cleveland, Gaston, Lincoln Counties CoC","cdbg_entitlement",119278100
"WA-501","Washington Balance of State CoC","hud_disability",119258900
"CA-518","Vallejo/Solano County CoC","home",119234400
"CA-517","Napa City & County CoC","cdbg_entitlement",118880100
"CA-519","Chico, Paradise/Butte County CoC","home",118835900
"NC-505","Charlotte/Mecklenburg County CoC","elderly",118532800
"NY-511","Binghamton, Union Town/Broome, Otsego, Chenango, Delaware, Cortland, Tioga Counties CoC","home",118456300
"TN-512","Morristown/Blount, Sevier, Campbell, Cocke Counties CoC","coc",117651491.750184
"CA-520","Merced City & County CoC","home",117639200
"OK-505","Northeast Oklahoma CoC","hud_disability",117401681.12086
"MN-501","St. Paul/Ramsey County CoC","hud_esg",117362400
"MO-602","Joplin/Jasper, Newton Counties CoC","home",116737900
"NY-501","Elmira/Steuben, Allegany, Livingston, Chemung, Schuyler Counties CoC","elderly",116520900
"KS-503","Topeka/Shawnee County CoC","home",116364000
"TN-507","Jackson/West Tennessee CoC","cdbg_entitlement",116006600
"NM-500","Albuquerque CoC","hud_disability",115579355.134363
"IL-500","McHenry County CoC","coc",115520258.418734
"NC-505","Charlotte/Mecklenburg County CoC","hud_disability",115352100
"FL-605","West Palm Beach/Palm Beach County CoC","hud_esg",114834800
"CO-504","Colorado Springs/El Paso County CoC","elderly",114568600
"SD-500","South Dakota Statewide CoC","home",114563400
"KY-502","Lexington-Fayette County CoC","elderly",114330700
"FL-510","Jacksonville-Duval, Clay Counties CoC","hud_esg",114309800
"TN-501","Memphis/Shelby County CoC","hud_esg",114047700
"NJ-513","Somerset County CoC","coc",113810900
"TN-509","Appalachian Regional CoC","hud_hopwa",113352900
"MI-507","Portage, Kalamazoo City & County CoC","home",113317200
"NY-519","Columbia, Greene Counties CoC","coc",112905800
"CA-508","Watsonville/Santa Cruz City & County CoC","hud_disability",112758300
"IL-519","West Central Illinois CoC","coc",112690000
"CA-613","Imperial County CoC","cdbg_entitlement",112670000
"NJ-502","Burlington County CoC","coc",111446600
"MD-504","Howard County CoC","home",111361900
"CA-517","Napa City & County CoC","elderly",111304500
"NC-504","Greensboro, High Point CoC","hud_disability",111166200
"WI-503","Madison/Dane County CoC","hud_disability",110923300
"MO-602","Joplin/Jasper, Newton Counties CoC","cdbg_entitlement",110772800
"MS-503","Gulf Port/Gulf Coast Regional CoC","home",110347200
"MA-511","Quincy, Brockton, Weymouth, Plymouth City and County CoC","elderly",109863046.040468
"TN-512","Morristown/Blount, Sevier, Campbell, Cocke Counties CoC","cdbg_entitlement",109665800
"NY-520","Franklin, Essex Counties CoC","hcv",109152600
"CA-513","Visalia/Kings, Tulare Counties CoC","home",108576700
"NJ-501","Bergen County CoC","hud_disability",108559500
"TX-603","El Paso City & County CoC","hud_esg",108346800
"NJ-504","Newark/Essex County CoC","hud_disability",108265800
"WY-500","Wyoming Statewide CoC","elderly",107629000
"NC-504","Greensboro, High Point CoC","elderly",107366900
"OR-502","Medford, Ashland/Jackson County CoC","elderly",107341500
"OR-502","Medford, Ashland/Jackson County CoC","home",107282600
"ND-500","North Dakota Statewide CoC","home",107008600
"CA-603","Santa Maria/Santa Barbara County CoC","elderly",106607300
"MS-501","Mississippi Balance of State CoC","cdbg_entitlement",106575400
"CA-503","Sacramento City & County CoC","hud_disability",106184800
"MA-516","Massachusetts Balance of State CoC","hud_esg",105994294.325402
"IA-500","Sioux City/Dakota, Woodbury Counties CoC","home",105482600
"LA-509","Louisiana Balance of State CoC","hud_disability",105375100
"TN-509","Appalachian Regional CoC","elderly",105294100
"MI-500","Michigan Balance of State CoC","home",105282100
"AL-506","Tuscaloosa City & County CoC","home",105242700
"GA-504","Augusta-Richmond County CoC","coc",105158200
"OH-506","Akron/Summit County CoC","hud_esg",105027500
"WV-501","Huntington/Cabell, Wayne Counties CoC","hud_disability",104891000
"LA-507","Alexandria/Central Louisiana CoC","coc",104764000
"TX-601","Fort Worth, Arlington/Tarrant County CoC","hud_disability",104687033.5897
"CA-511","Stockton/San Joaquin County CoC","hud_esg",104614800
"MI-510","Saginaw City & County CoC","home",104563400
"NY-606","Rockland County CoC","elderly",104387100
"MA-505","New Bedford CoC","home",104277143.282366
"MD-502","Harford County CoC","home",103985600
"AR-501","Fayetteville/Northwest Arkansas CoC","home",103981500
"KS-507","Kansas Balance of State CoC","home",103878900
"IN-503","Indianapolis CoC","hud_disability",103868600
"VA-601","Fairfax County CoC","hud_esg",103534600
"AL-503","Huntsville/North Alabama CoC","elderly",103320000
"TN-510","Murfreesboro/Rutherford County CoC","home",103161400
"PA-502","Upper Darby, Chester, Haverford/Delaware County CoC","elderly",102746700
"CA-612","Glendale CoC","elderly",102733631.282803
"CA-521","Davis, Woodland/Yolo County CoC","coc",102641700
"NV-502","Nevada Balance of State CoC","hud_hopwa",102619400
"UT-500","Salt Lake City & County CoC","hud_esg",102538400
"NJ-506","Jersey City, Bayonne/Hudson County CoC","elderly",102022200
"MS-503","Gulf Port/Gulf Coast Regional CoC","elderly",101557400
"MA-502","Lynn CoC","home",101510232.06527
"VA-604","Prince William County CoC","elderly",101486300
"MA-510","Gloucester, Haverhill, Salem/Essex County CoC","hud_hopwa",101081948.59312
"MI-505","Flint/Genesee County CoC","hud_esg",100723800
"TN-512","Morristown/Blount, Sevier, Campbell, Cocke Counties CoC","elderly",100665600
"CA-519","Chico, Paradise/Butte County CoC","coc",100471900
"CA-504","Santa Rosa, Petaluma/Sonoma County CoC","hud_hopwa",100000700
"VA-504","Charlottesville CoC","coc",99911000
"GA-505","Columbus-Muscogee/Russell County CoC","elderly",99520200
"NC-505","Charlotte/Mecklenburg County CoC","hud_esg",99492800
"LA-505","Monroe/Northeast Louisiana CoC","hud_disability",99416400
"FL-505","Fort Walton Beach/Okaloosa, Walton Counties CoC","coc",99376200
"CA-614","San Luis Obispo County CoC","elderly",99270800
"CA-612","Glendale CoC","hud_hopwa",98999470.9872226
"ID-501","Idaho Balance of State CoC","elderly",98320400
"MO-602","Joplin/Jasper, Newton Counties CoC","coc",98243600
"MA-503","Cape Cod Islands CoC","home",98067000
"MA-519","Attleboro, Taunton/Bristol County CoC","elderly",97969647.7208994
"MO-500","St. Louis County CoC","hud_esg",97853900
"MA-515","Fall River CoC","home",97595976.2505676
"IL-500","McHenry County CoC","elderly",97581100.3083857
"VA-507","Portsmouth CoC","home",97572600
"FL-519","Pasco County CoC","hud_disability",96844400
"IL-516","Decatur/Macon County CoC","home",96341700
"NY-519","Columbia, Greene Counties CoC","elderly",96307800
"WA-503","Tacoma, Lakewood/Pierce County CoC","hud_esg",96076607.4756032
"IL-506","Joliet, Bolingbrook/Will County CoC","hud_disability",95949960.6119543
"LA-507","Alexandria/Central Louisiana CoC","cdbg_entitlement",95627500
"GA-507","Savannah/Chatham County CoC","hud_hopwa",95475200
"FL-514","Ocala/Marion County CoC","coc",95030800
"MO-503","St. Charles City & County, Lincoln, Warren Counties CoC","coc",95019300
"MA-517","Somerville CoC","home",94985593.0917129
"OK-500","North Central Oklahoma CoC","cdbg_entitlement",94645600
NA,NA,"cdbg_entitlement",94448300
"MI-506","Grand Rapids, Wyoming/Kent County CoC","hud_esg",94298400
"CA-518","Vallejo/Solano County CoC","elderly",94237500
"AR-501","Fayetteville/Northwest Arkansas CoC","elderly",94127400
"MI-505","Flint/Genesee County CoC","elderly",93848900
"TN-503","Central Tennessee CoC","hud_disability",93268400
"CA-506","Salinas/Monterey, San Benito Counties CoC","hud_disability",93121600
"CA-611","Oxnard, San Buenaventura/Ventura County CoC","hud_disability",92990200
"FL-602","Punta Gorda/Charlotte County CoC","elderly",92866700
"FL-506","Tallahassee/Leon County CoC","elderly",92850700
"IL-503","Champaign, Urbana, Rantoul/Champaign County CoC","coc",92597200
"AK-500","Anchorage CoC","hud_hopwa",92496500
"VA-500","Richmond/Henrico, Chesterfield, Hanover Counties CoC","hud_esg",92450500
"OH-505","Dayton, Kettering/Montgomery County CoC","hud_disability",92380500
"MO-503","St. Charles City & County, Lincoln, Warren Counties CoC","elderly",91970400
"NJ-500","Atlantic City & County CoC","coc",91831300
"WY-500","Wyoming Statewide CoC","cdbg_entitlement",91761700
"CA-508","Watsonville/Santa Cruz City & County CoC","home",91426900
"OH-506","Akron/Summit County CoC","hud_disability",91354300
"MA-502","Lynn CoC","grrp_leading",91192946.8832617
"TX-624","Wichita Falls/Wise, Palo Pinto, Wichita, Archer Counties CoC","home",90932700
"CA-516","Redding/Shasta, Siskiyou, Lassen, Plumas, Del Norte, Modoc, Sierra Counties CoC","home",90899700
"NC-516","Northwest North Carolina CoC","coc",90690200
"NY-602","Newburgh, Middletown/Orange County CoC","hud_disability",90647000
"PA-509","Eastern Pennsylvania CoC","hud_disability",90457500
"MA-510_&_MA-516_Shared_Jurisdiction","MA-510_&_MA-516_Shared_Jurisdiction","hud_esg",90339129.344416
"TN-504","Nashville-Davidson County CoC","hud_esg",90164100
"IL-512","Bloomington/Central Illinois CoC","elderly",89955500
"MI-515","Monroe City & County CoC","cdbg_entitlement",89796700
"MA-503","Cape Cod Islands CoC","cdbg_entitlement",89421200
"NC-500","Winston-Salem/Forsyth County CoC","hud_disability",88713500
"NC-507","Raleigh/Wake County CoC","hud_esg",88597200
"MD-600","Prince George's County CoC","hud_esg",88390900
"CA-521","Davis, Woodland/Yolo County CoC","home",87688000
"MD-509","Frederick City & County CoC","cdbg_entitlement",87591000
"OK-506","Southwest Oklahoma Regional CoC","home",87574700
"VT-501","Burlington/Chittenden County CoC","home",87484600
"OH-500","Cincinnati/Hamilton County CoC","hud_disability",87375000
"NC-513","Chapel Hill/Orange County CoC","home",87299400
"TX-611","Amarillo CoC","elderly",87127192.4649049
"AR-501","Fayetteville/Northwest Arkansas CoC","coc",87024000
"NC-506","Wilmington/Brunswick, New Hanover, Pender Counties CoC","elderly",86904500
"OH-504","Youngstown/Mahoning County CoC","elderly",86765300
"MI-506","Grand Rapids, Wyoming/Kent County CoC","hud_disability",86685300
"ND-500","North Dakota Statewide CoC","hud_disability",86652100
"CA-602","Santa Ana, Anaheim/Orange County CoC","hud_disability",86646600
"MD-601","Montgomery County CoC","hud_esg",86343400
"NJ-503","Camden City & County/Gloucester, Cape May, Cumberland Counties CoC","hud_esg",86294000
"TN-504","Nashville-Davidson County CoC","hud_disability",86201200
"MI-500","Michigan Balance of State CoC","coc",86156602.7565993
"CA-510","Turlock, Modesto/Stanislaus County CoC","elderly",85989600
"UT-503","Utah Balance of State CoC","home",85803100
"OK-503","Oklahoma Balance of State CoC","elderly",85706367.8439209
"VA-508","Lynchburg CoC","coc",85616100
"PA-603","Beaver County CoC","elderly",85300700
"OR-505","Oregon Balance of State CoC","hud_disability",85082500
"MN-503","Dakota, Anoka, Washington, Scott, Carver Counties CoC","hud_disability",84329000
"MO-603","St. Joseph/Andrew, Buchanan, DeKalb Counties CoC","home",84260900
"MA-508","Lowell CoC","home",84220329.2464963
"IL-507","Peoria, Pekin/Fulton, Tazewell, Peoria, Woodford Counties CoC","hud_disability",84217600
"LA-508","Houma-Terrebonne, Thibodaux CoC","home",84211900
"NC-513","Chapel Hill/Orange County CoC","cdbg_entitlement",84098000
"WI-503","Madison/Dane County CoC","elderly",83949000
"NJ-510","Lakewood Township/Ocean County CoC","coc",83612400
"MA-517","Somerville CoC","coc",83442560.7816996
"MA-509","Cambridge CoC","home",83366405.5834679
"CA-526","Tuolumne, Amador, Calaveras, Mariposa Counties CoC","coc",83298100
"MN-505","St. Cloud/Central Minnesota CoC","hud_disability",83021100
"NJ-514","Trenton/Mercer County CoC","hud_disability",83004000
"PA-506","Reading/Berks County CoC","hud_esg",82798200
"VA-504","Charlottesville CoC","cdbg_entitlement",82537500
"WA-507","Yakima City & County CoC","coc",82496900
"ID-501","Idaho Balance of State CoC","hud_disability",82479000
"WV-500","Wheeling, Weirton Area CoC","coc",82305600
"FL-510","Jacksonville-Duval, Clay Counties CoC","hud_disability",82276700
"IL-516","Decatur/Macon County CoC","elderly",82025000
"CA-602","Santa Ana, Anaheim/Orange County CoC","elderly",81972500
"IL-501","Rockford/Winnebago, Boone Counties CoC","hud_disability",81910400
"PA-511","Bristol, Bensalem/Bucks County CoC","elderly",81906100
"FL-515","Panama City/Bay, Jackson Counties CoC","cdbg_entitlement",81767600
"CA-523","Colusa, Glenn, Trinity Counties CoC","elderly",81652000
"NY-500","Rochester, Irondequoit, Greece/Monroe County CoC","hud_disability",81571700
"FL-520","Citrus, Hernando, Lake, Sumter Counties CoC","coc",81511200
"IL-506","Joliet, Bolingbrook/Will County CoC","hud_hopwa",81449224.5963541
"AL-502","Florence/Northwest Alabama CoC","coc",81371100
"OK-507","Southeastern Oklahoma Regional CoC","elderly",81247400
"IL-509","DeKalb City & County CoC","cdbg_entitlement",80688800
"MD-506","Carroll County CoC","coc",80514600
"DE-500","Delaware Statewide CoC","hud_esg",80441400
"NJ-515","Elizabeth/Union County CoC","hud_esg",80288600
"ID-500","Boise/Ada County CoC","elderly",80055000
"IL-502","Waukegan, North Chicago/Lake County CoC","elderly",80042487.1359703
"VA-508","Lynchburg CoC","home",79911700
"CA-505","Richmond/Contra Costa County CoC","hud_esg",79727700
"FL-517","Hendry, Hardee, Highlands Counties CoC","hcv",79718300
"MD-504","Howard County CoC","hud_disability",79666600
"CA-608","Riverside City & County CoC","hud_disability",79571400
"FL-511","Pensacola/Escambia, Santa Rosa Counties CoC","elderly",79508900
"FL-507","Orlando/Orange, Osceola, Seminole Counties CoC","hud_disability",79425400
"VA-513","Harrisonburg, Winchester/Western Virginia CoC","coc",79391100
"TN-500","Chattanooga/Southeast Tennessee CoC","elderly",79165100
"NY-514","Jamestown, Dunkirk/Chautauqua County CoC","home",78975700
"NE-500","Nebraska Balance of State CoC","hud_disability",78936420.251436
"VA-601","Fairfax County CoC","hud_disability",78897000
"OR-500","Eugene, Springfield/Lane County CoC","elderly",78840000
"TN-507","Jackson/West Tennessee CoC","home",78733700
"CO-500","Colorado Balance of State CoC","hud_disability",78635000
"TX-624","Wichita Falls/Wise, Palo Pinto, Wichita, Archer Counties CoC","coc",78584300
"MA-516","Massachusetts Balance of State CoC","grrp_leading",78577826.8227438
"MA-517","Somerville CoC","elderly",78482198.1404814
"MA-503","Cape Cod Islands CoC","hud_disability",78098900
"PA-502","Upper Darby, Chester, Haverford/Delaware County CoC","hud_esg",78052200
"IL-510","Chicago CoC","grrp_elements",77861580.1781897
"NE-501","Omaha, Council Bluffs CoC","hud_esg",77479300
"NJ-501","Bergen County CoC","elderly",77375500
"VA-501","Norfolk/Chesapeake, Suffolk, Isle of Wight, Southampton Counties CoC","hud_esg",77264000
"PA-509","Eastern Pennsylvania CoC","hud_esg",77175100
"LA-505","Monroe/Northeast Louisiana CoC","elderly",77154400
"KS-505","Overland Park, Shawnee/Johnson County CoC","elderly",77146400
"GA-508","DeKalb County CoC","hud_esg",76817353.744015
"MN-508","Moorhead/West Central Minnesota CoC","elderly",76439100
"NH-500","New Hampshire Balance of State CoC","hud_hopwa",76424200
"MA-506","Worcester City & County CoC","hud_esg",76400500
"NY-513","Wayne, Ontario, Seneca, Yates Counties CoC","coc",76000300
"FL-604","Monroe County CoC","coc",75596680.3318211
"MN-509","Duluth/St. Louis County CoC","hud_esg",75452600
"GA-504","Augusta-Richmond County CoC","grrp_elements",7.5e+07
"IL-503","Champaign, Urbana, Rantoul/Champaign County CoC","grrp_elements",7.5e+07
"KS-507","Kansas Balance of State CoC","grrp_elements",7.5e+07
"KY-501","Louisville-Jefferson County CoC","grrp_elements",7.5e+07
"KY-502","Lexington-Fayette County CoC","grrp_elements",7.5e+07
"MD-508","Charles, Calvert, St. Mary's Counties CoC","grrp_elements",7.5e+07
"MO-501","St. Louis City CoC","grrp_elements",7.5e+07
"NH-500","New Hampshire Balance of State CoC","grrp_elements",7.5e+07
"OH-501","Toledo/Lucas County CoC","grrp_elements",7.5e+07
"TN-507","Jackson/West Tennessee CoC","grrp_elements",7.5e+07
"FL-502","St. Petersburg, Clearwater, Largo/Pinellas County CoC","hud_esg",74672500
"MS-500","Jackson/Rankin, Madison Counties CoC","hud_disability",74567800
"MI-514","Battle Creek/Calhoun County CoC","coc",74264800
"MA-508","Lowell CoC","coc",73985535.2107986
"LA-507","Alexandria/Central Louisiana CoC","hud_disability",73950500
"CA-510","Turlock, Modesto/Stanislaus County CoC","hud_esg",73616200
"LA-505","Monroe/Northeast Louisiana CoC","home",73300900
"MA-509","Cambridge CoC","coc",73235383.7948215
"IA-501","Iowa Balance of State CoC","hud_disability",73184600
"WV-500","Wheeling, Weirton Area CoC","home",73164100
"MD-505","Baltimore County CoC","hud_esg",73127300
"MD-513","Wicomico, Somerset, Worcester Counties CoC","cdbg_entitlement",73088000
"NH-501","Manchester CoC","home",72856422.5421536
"NY-607","Sullivan County CoC","coc",72799900
"TN-506","Upper Cumberland CoC","hud_disability",72502400
"NH-501","Manchester CoC","elderly",72332145.5831366
"CA-606","Long Beach CoC","hud_disability",72157282.9743003
"OK-502","Oklahoma City CoC","elderly",72043575.5292185
"MI-513","Marquette, Alger Counties CoC","hcv",71972200
"IL-511","Cook County CoC","grrp_elements",71457740.921938
"MN-503","Dakota, Anoka, Washington, Scott, Carver Counties CoC","grrp_elements",71435100
"CA-607","Pasadena CoC","elderly",71318876.1679819
"IL-513","Springfield/Sangamon County CoC","coc",71285200
"NC-506","Wilmington/Brunswick, New Hanover, Pender Counties CoC","coc",71197600
"WV-503","Charleston/Kanawha, Putnam, Boone, Clay Counties CoC","elderly",71132600
"VT-501","Burlington/Chittenden County CoC","hud_disability",71115200
"PA-503","Wilkes-Barre, Hazleton/Luzerne County CoC","hud_esg",70768300
"WA-502","Spokane City & County CoC","hud_esg",70431700
"CA-606","Long Beach CoC","hud_esg",70316378.4049863
"GA-502","Fulton County CoC","hud_esg",70238218.3861857
"MN-504","Northeast Minnesota CoC","coc",69879900
"MA-508","Lowell CoC","elderly",69587359.0113613
"FL-503","Lakeland, Winterhaven/Polk County CoC","hud_esg",69228500
"AL-502","Florence/Northwest Alabama CoC","cdbg_entitlement",69098000
"MA-502","Lynn CoC","coc",69074540.4171248
"MA-509","Cambridge CoC","elderly",68881801.4216547
"MI-517","Jackson City & County CoC","home",68742200
"CA-607","Pasadena CoC","hud_hopwa",68726578.86099
"OK-506","Southwest Oklahoma Regional CoC","hud_disability",68343100
"MS-501","Mississippi Balance of State CoC","home",68025300
"OK-504","Norman/Cleveland County CoC","home",67963708.4387348
"OK-505","Northeast Oklahoma CoC","elderly",67492726.1709459
"AL-502","Florence/Northwest Alabama CoC","hud_disability",67309000
"NJ-500","Atlantic City & County CoC","hud_disability",67185600
"NV-501","Reno, Sparks/Washoe County CoC","hud_disability",67073000
"AK-501","Alaska Balance of State CoC","coc",66889600
"VA-505","Newport News, Hampton/Virginia Peninsula CoC","elderly",66777200
"MI-507","Portage, Kalamazoo City & County CoC","elderly",66735400
"NE-500","Nebraska Balance of State CoC","elderly",66651500
"CA-514","Fresno City & County/Madera County CoC","hud_disability",66584700
"MI-516","Norton Shores, Muskegon City & County CoC","home",66514500
"MA-504","Springfield/Hampden County CoC","hud_esg",66434700
"IA-502","Des Moines/Polk County CoC","hud_esg",66306800
"IL-518","Rock Island, Moline/Northwestern Illinois CoC","grrp_elements",66080700
"VA-514","Fredericksburg/Spotsylvania, Stafford Counties CoC","coc",66077300
"MI-519","Holland/Ottawa County CoC","cdbg_entitlement",65877500
"MI-514","Battle Creek/Calhoun County CoC","home",65835300
"MI-504","Pontiac, Royal Oak/Oakland County CoC","hud_esg",65128800
"NY-510","Ithaca/Tompkins County CoC","home",65008900
"PA-605","Erie City & County CoC","elderly",64950900
"NY-601","Poughkeepsie/Dutchess County CoC","grrp_elements",64770000
"NV-502","Nevada Balance of State CoC","coc",64676500
"PA-506","Reading/Berks County CoC","elderly",64671800
"NY-523","Glens Falls, Saratoga Springs/Saratoga, Washington, Warren, Hamilton Counties CoC","cdbg_entitlement",64322500
"AZ-500","Arizona Balance of State CoC","hud_hopwa",64301300
"LA-507","Alexandria/Central Louisiana CoC","home",64175700
"GA-503","Athens-Clarke County CoC","elderly",63812200
"VA-500","Richmond/Henrico, Chesterfield, Hanover Counties CoC","hud_disability",63524700
"MA-519","Attleboro, Taunton/Bristol County CoC","hud_esg",63476331.6684329
"FL-518","Columbia, Hamilton, Lafayette, Suwannee Counties CoC","coc",62822600
"WV-503","Charleston/Kanawha, Putnam, Boone, Clay Counties CoC","hud_disability",62478800
"OK-507","Southeastern Oklahoma Regional CoC","hud_disability",62251500
"CA-505","Richmond/Contra Costa County CoC","hud_disability",61975400
"FL-500","Sarasota, Bradenton/Manatee, Sarasota Counties CoC","hud_esg",61693900
"NY-514","Jamestown, Dunkirk/Chautauqua County CoC","coc",61415900
"OK-501","Tulsa City & County CoC","hud_esg",61293000
"TX-611","Amarillo CoC","coc",61236452.6833111
"MO-500","St. Louis County CoC","hud_disability",61057000
"OK-501","Tulsa City & County CoC","elderly",60653473.8290541
"OH-504","Youngstown/Mahoning County CoC","hud_esg",60650900
"NY-504","Cattaraugus County CoC","elderly",60265100
"MN-508","Moorhead/West Central Minnesota CoC","cdbg_entitlement",59813200
"AK-500","Anchorage CoC","hud_disability",59652800
"NM-500","Albuquerque CoC","hud_esg",59640475.7045661
"FL-505","Fort Walton Beach/Okaloosa, Walton Counties CoC","cdbg_entitlement",59170900
"AZ-501","Tucson/Pima County CoC","hud_disability",59065100
"NM-501","New Mexico Balance of State CoC","hud_hopwa",58912006.2230929
"MA-516","Massachusetts Balance of State CoC","grrp_elements",58838311.5023046
"WI-500","Wisconsin Balance of State CoC","grrp_elements",58288700
"MI-515","Monroe City & County CoC","elderly",58090600
"NY-503","Albany City & County CoC","hud_esg",57720300
"PA-504","Lower Merion, Norristown, Abington/Montgomery County CoC","hud_esg",57674300
"MO-604","Kansas City (MO&KS), Independence, Lee’s Summit/Jackson, Wyandotte Counties CoC","grrp_elements",57666900
"MA-502","Lynn CoC","elderly",57629346.8801422
"PA-603","Beaver County CoC","hud_esg",57275800
"FL-517","Hendry, Hardee, Highlands Counties CoC","coc",57207000
"WA-504","Everett/Snohomish County CoC","hud_disability",56923300
"MO-602","Joplin/Jasper, Newton Counties CoC","hud_disability",56913000
"CA-512","Daly City/San Mateo County CoC","hud_disability",56618200
"AL-501","Mobile City & County/Baldwin County CoC","hud_esg",56334400
"OH-508","Canton, Massillon, Alliance/Stark County CoC","hud_disability",56110600
"OK-502","Oklahoma City CoC","hud_esg",55879300.5549903
"NY-511","Binghamton, Union Town/Broome, Otsego, Chenango, Delaware, Cortland, Tioga Counties CoC","elderly",55763800
"LA-509","Louisiana Balance of State CoC","hud_esg",55679600
"NH-501","Manchester CoC","hud_hopwa",55655075.1755781
"GA-506","Marietta/Cobb County CoC","hud_esg",55570700
"FL-603","Ft Myers, Cape Coral/Lee County CoC","hud_esg",55550100
"IL-514","Dupage County CoC","hud_esg",55360455.6833105
"UT-503","Utah Balance of State CoC","hud_disability",55359700
"IL-512","Bloomington/Central Illinois CoC","grrp_elements",55231300
"OK-505","Northeast Oklahoma CoC","coc",55041746.9101878
"GA-500","Atlanta CoC","hud_esg",54818546.0524247
"WA-504","Everett/Snohomish County CoC","hud_esg",54466100
"NY-514","Jamestown, Dunkirk/Chautauqua County CoC","elderly",54448000
"PA-605","Erie City & County CoC","hud_esg",54337900
"PA-501","Harrisburg/Dauphin County CoC","hud_disability",54230800
"TN-502","Knoxville/Knox County CoC","elderly",54202600
"IL-515","South Central Illinois CoC","elderly",53804100
"OR-507","Clackamas County CoC","hud_disability",53746500
"NY-501","Elmira/Steuben, Allegany, Livingston, Chemung, Schuyler Counties CoC","home",53729700
"CO-504","Colorado Springs/El Paso County CoC","hud_esg",53678500
"TN-510","Murfreesboro/Rutherford County CoC","elderly",53409900
"NY-514","Jamestown, Dunkirk/Chautauqua County CoC","hud_disability",52888700
"MA-517","Somerville CoC","hud_hopwa",52833790.6603046
"NC-509","Gastonia/Cleveland, Gaston, Lincoln Counties CoC","hud_disability",52591200
"MN-511","Southwest Minnesota CoC","hud_disability",52588200
"FL-517","Hendry, Hardee, Highlands Counties CoC","hud_disability",52525400
"MO-500","St. Louis County CoC","grrp_elements",52306900
"KS-507","Kansas Balance of State CoC","hud_disability",52041800
"FL-606","Naples/Collier County CoC","elderly",5.2e+07
"VA-602","Loudoun County CoC","home",51580500
"NJ-514","Trenton/Mercer County CoC","hud_esg",51338300
"KS-502","Wichita/Sedgwick County CoC","hud_disability",51269300
"PA-510","Lancaster City & County CoC","hud_esg",51246800
"OK-504","Norman/Cleveland County CoC","coc",51127406.9609077
"FL-519","Pasco County CoC","hud_esg",51111300
"NJ-507","New Brunswick/Middlesex County CoC","hud_disability",51108800
