"state","county","GEOID","total_county_pop","Organization","Spending"
"PA","Lawrence County",42073,86148,"coc",1607728
"PA","Lawrence County",42073,86148,"elderly",2350402
"PA","Lawrence County",42073,86148,"hcv",2148291
"PA","Lawrence County",42073,86148,"hud_disability",355929
"PA","Lebanon County",42075,140410,"cdbg_entitlement",1360113
"PA","Lebanon County",42075,140410,"coc",720615
"PA","Lebanon County",42075,140410,"hcv",7625835
"PA","Lehigh County",42077,367338,"cdbg_entitlement",7024576
"PA","Lehigh County",42077,367338,"coc",1462649
"PA","Lehigh County",42077,367338,"elderly",1097749
"PA","Lehigh County",42077,367338,"hcv",57356381
"PA","Lehigh County",42077,367338,"home",3437311
"PA","Lehigh County",42077,367338,"hud_disability",345578
"PA","Lehigh County",42077,367338,"hud_esg",391872
"PA","Luzerne County",42079,317547,"cdbg_entitlement",12252746
"PA","Luzerne County",42079,317547,"coc",7853342
"PA","Luzerne County",42079,317547,"hcv",30267532
"PA","Luzerne County",42079,317547,"home",2461213
"PA","Luzerne County",42079,317547,"hud_disability",326411
"PA","Luzerne County",42079,317547,"hud_esg",707683
"PA","Lycoming County",42081,114014,"cdbg_entitlement",2066222
"PA","Lycoming County",42081,114014,"coc",720615
"PA","Lycoming County",42081,114014,"hcv",6891863
"PA","Lycoming County",42081,114014,"home",580056
"PA","McKean County",42083,41021,"coc",1521827
"PA","McKean County",42083,41021,"hcv",4398948
"PA","Mercer County",42085,110519,"cdbg_entitlement",1168887
"PA","Mercer County",42085,110519,"coc",895728
"PA","Mercer County",42085,110519,"elderly",902319
"PA","Mercer County",42085,110519,"hcv",4128028
"PA","Mercer County",42085,110519,"hud_disability",172638
"PA","Mifflin County",42087,46179,"coc",720615
"PA","Mifflin County",42087,46179,"hcv",2044894
"PA","Monroe County",42089,168824,"coc",977381
"PA","Monroe County",42089,168824,"elderly",260162
"PA","Monroe County",42089,168824,"hcv",10817480
"PA","Montgomery County",42091,827180,"cdbg_entitlement",11590104
"PA","Montgomery County",42091,827180,"coc",7126043
"PA","Montgomery County",42091,827180,"elderly",1229435
"PA","Montgomery County",42091,827180,"hcv",63990635
"PA","Montgomery County",42091,827180,"home",3040565
"PA","Montgomery County",42091,827180,"hud_disability",3280755
"PA","Montgomery County",42091,827180,"hud_esg",576743
"PA","Montour County",42093,18178,"coc",720615
"PA","Montour County",42093,18178,"hcv",1139304
"PA","Northampton County",42095,304233,"cdbg_entitlement",7124311
"PA","Northampton County",42095,304233,"coc",4074202
"PA","Northampton County",42095,304233,"elderly",277222
"PA","Northampton County",42095,304233,"hcv",28475861
"PA","Northampton County",42095,304233,"home",2294880
"PA","Northampton County",42095,304233,"hud_disability",48467
"PA","Northampton County",42095,304233,"hud_esg",379879
"PA","Northumberland County",42097,91234,"coc",720615
"PA","Northumberland County",42097,91234,"elderly",63461
"PA","Northumberland County",42097,91234,"hcv",7008634
"PA","Perry County",42099,46133,"coc",720615
"PA","Philadelphia County",42101,1581531,"cdbg_entitlement",87925197
"PA","Philadelphia County",42101,1581531,"coc",71972315
"PA","Philadelphia County",42101,1581531,"elderly",28087832
"PA","Philadelphia County",42101,1581531,"grrp_comp",26480000
"PA","Philadelphia County",42101,1581531,"hcv",5.8e+08
"PA","Philadelphia County",42101,1581531,"home",26376276
"PA","Philadelphia County",42101,1581531,"hud_disability",4170588
"PA","Philadelphia County",42101,1581531,"hud_esg",7682117
"PA","Philadelphia County",42101,1581531,"hud_hopwa",19169358
"PA","Pike County",42103,55660,"coc",720615
"PA","Potter County",42105,16685,"coc",895728
"PA","Potter County",42105,16685,"hcv",2508215
"PA","Schuylkill County",42107,141935,"coc",720615
"PA","Schuylkill County",42107,141935,"hcv",9451175
"PA","Snyder County",42109,40452,"coc",720615
"PA","Snyder County",42109,40452,"hcv",1079553
"PA","Somerset County",42111,73844,"coc",870760
"PA","Somerset County",42111,73844,"elderly",101264
"PA","Somerset County",42111,73844,"hcv",677678
"PA","Sullivan County",42113,6038,"coc",720615
"PA","Sullivan County",42113,6038,"hcv",291732
"PA","Susquehanna County",42115,40604,"coc",720615
"PA","Susquehanna County",42115,40604,"elderly",158745
"PA","Susquehanna County",42115,40604,"hcv",2154739
"PA","Tioga County",42117,40759,"coc",720615
"PA","Tioga County",42117,40759,"hcv",3010305
"PA","Union County",42119,44831,"coc",1055970
"PA","Union County",42119,44831,"hcv",5458345
"PA","Venango County",42121,51355,"coc",895728
"PA","Venango County",42121,51355,"hcv",4923038
"PA","Venango County",42121,51355,"hud_disability",212326
"PA","Warren County",42123,39466,"coc",952562
"PA","Warren County",42123,39466,"hcv",344772
"PA","Warren County",42123,39466,"hud_disability",174985
"PA","Washington County",42125,207081,"cdbg_entitlement",6990369
"PA","Washington County",42125,207081,"coc",2998788
"PA","Washington County",42125,207081,"elderly",649966
"PA","Washington County",42125,207081,"hcv",10836211
"PA","Washington County",42125,207081,"home",1304681
"PA","Washington County",42125,207081,"hud_disability",226787
"PA","Washington County",42125,207081,"hud_esg",611706
"PA","Wayne County",42127,51268,"coc",811945
"PA","Wayne County",42127,51268,"hcv",13967253
"PA","Westmoreland County",42129,350722,"cdbg_entitlement",7447628
"PA","Westmoreland County",42129,350722,"coc",1136006
"PA","Westmoreland County",42129,350722,"hcv",26546340
"PA","Westmoreland County",42129,350722,"home",2300587
"PA","Westmoreland County",42129,350722,"hud_esg",657359
"PA","Wyoming County",42131,27078,"coc",720615
"PA","Wyoming County",42131,27078,"hcv",3528696
"PA","York County",42133,447628,"cdbg_entitlement",7294352
"PA","York County",42133,447628,"coc",3527515
"PA","York County",42133,447628,"elderly",262408
"PA","York County",42133,447628,"hcv",20674954
"PA","York County",42133,447628,"home",3039909
"PA","York County",42133,447628,"hud_disability",86863
"PA","York County",42133,447628,"hud_esg",388043
"PR","Adjuntas Municipio",72001,17614,"hcv",462957
"PR","Aguada Municipio",72003,37307,"hcv",1409952
"PR","Aguadilla Municipio",72005,51552,"cdbg_entitlement",1760211
"PR","Aguadilla Municipio",72005,51552,"elderly",824861
"PR","Aguadilla Municipio",72005,51552,"hcv",2408134
"PR","Aguadilla Municipio",72005,51552,"home",1017840
"PR","Aguas Buenas Municipio",72007,25298,"coc",57110
"PR","Aguas Buenas Municipio",72007,25298,"hcv",2127683
"PR","Aibonito Municipio",72009,22545,"hcv",576577
"PR","Aibonito Municipio",72009,22545,"hud_disability",445372
"PR","Arecibo Municipio",72013,83682,"cdbg_entitlement",2700178
"PR","Arecibo Municipio",72013,83682,"coc",241156
"PR","Arecibo Municipio",72013,83682,"elderly",1371143
"PR","Arecibo Municipio",72013,83682,"hcv",9914029
"PR","Arecibo Municipio",72013,83682,"home",1293282
"PR","Arroyo Municipio",72015,17502,"hcv",647799
"PR","AÃ±asco Municipio",72011,26555,"hcv",1039658
"PR","Barceloneta Municipio",72017,23913,"hcv",1708634
"PR","Barranquitas Municipio",72019,28026,"elderly",1741032
"PR","Barranquitas Municipio",72019,28026,"hcv",1840948
"PR","BayamÃ³n Municipio",72021,173695,"cdbg_entitlement",4284886
"PR","BayamÃ³n Municipio",72021,173695,"hcv",31889155
"PR","BayamÃ³n Municipio",72021,173695,"home",2355576
"PR","BayamÃ³n Municipio",72021,173695,"hud_esg",377753
"PR","Cabo Rojo Municipio",72023,47977,"cdbg_entitlement",1703375
"PR","Cabo Rojo Municipio",72023,47977,"hcv",1164421
"PR","Caguas Municipio",72025,126734,"cdbg_entitlement",3403943
"PR","Caguas Municipio",72025,126734,"coc",1578548
"PR","Caguas Municipio",72025,126734,"hcv",15114821
"PR","Caguas Municipio",72025,126734,"home",1676417
"PR","Caguas Municipio",72025,126734,"hud_disability",396577
"PR","Caguas Municipio",72025,126734,"hud_esg",295726
"PR","Camuy Municipio",72027,31066,"hcv",1626596
"PR","CanÃ³vanas Municipio",72029,45120,"cdbg_entitlement",1424811
"PR","CanÃ³vanas Municipio",72029,45120,"hcv",872508
"PR","Carolina Municipio",72031,150378,"cdbg_entitlement",3551055
"PR","Carolina Municipio",72031,150378,"hcv",10439070
"PR","Carolina Municipio",72031,150378,"home",1769378
"PR","Carolina Municipio",72031,150378,"hud_esg",304482
"PR","Cayey Municipio",72035,43126,"cdbg_entitlement",1195910
"PR","Cayey Municipio",72035,43126,"coc",222182
"PR","Cayey Municipio",72035,43126,"hcv",2335778
"PR","Ceiba Municipio",72037,11207,"elderly",809091
"PR","Ceiba Municipio",72037,11207,"hcv",481612
"PR","Ciales Municipio",72039,16188,"elderly",471505
"PR","Ciales Municipio",72039,16188,"hcv",775612
"PR","Cidra Municipio",72041,38977,"cdbg_entitlement",1149498
"PR","Cidra Municipio",72041,38977,"hcv",2601213
"PR","ComerÃ­o Municipio",72045,18942,"hcv",1278731
"PR","Corozal Municipio",72047,32928,"hcv",1882816
"PR","Dorado Municipio",72051,36475,"hcv",3606847
"PR","Fajardo Municipio",72053,30263,"cdbg_entitlement",991349
"PR","Fajardo Municipio",72053,30263,"hcv",1045678
"PR","Florida Municipio",72054,11513,"hcv",600665
"PR","Guayama Municipio",72057,40198,"cdbg_entitlement",1263968
"PR","Guayama Municipio",72057,40198,"coc",113121
"PR","Guayanilla Municipio",72059,18080,"hcv",3678044
"PR","Guaynabo Municipio",72061,85312,"cdbg_entitlement",1699223
"PR","Guaynabo Municipio",72061,85312,"coc",206541
"PR","Guaynabo Municipio",72061,85312,"hcv",3474000
"PR","Guaynabo Municipio",72061,85312,"home",682999
"PR","Gurabo Municipio",72063,46948,"hcv",1445800
"PR","GuÃ¡nica Municipio",72055,15825,"hcv",364362
"PR","Hatillo Municipio",72065,39561,"hcv",1466635
"PR","Hormigueros Municipio",72067,15731,"coc",48439
"PR","Hormigueros Municipio",72067,15731,"elderly",1214575
"PR","Hormigueros Municipio",72067,15731,"hcv",1193934
"PR","Humacao Municipio",72069,51586,"cdbg_entitlement",1576579
"PR","Humacao Municipio",72069,51586,"coc",77566
"PR","Humacao Municipio",72069,51586,"elderly",2470238
"PR","Humacao Municipio",72069,51586,"hcv",3687740
"PR","Humacao Municipio",72069,51586,"hud_disability",1812647
"PR","Isabela Municipio",72071,41084,"cdbg_entitlement",1435539
"PR","Isabela Municipio",72071,41084,"hcv",933669
"PR","Juana DÃ­az Municipio",72075,45414,"cdbg_entitlement",1439460
"PR","Juana DÃ­az Municipio",72075,45414,"hcv",1524407
"PR","Juncos Municipio",72077,38471,"hcv",849554
"PR","Lajas Municipio",72079,22391,"elderly",295057
"PR","Lajas Municipio",72079,22391,"hcv",767916
"PR","Lares Municipio",72081,24945,"elderly",278117
"PR","Lares Municipio",72081,24945,"hcv",487447
"PR","Las MarÃ­as Municipio",72083,8131,"hcv",373871
"PR","LoÃ­za Municipio",72087,25164,"coc",511750
"PR","LoÃ­za Municipio",72087,25164,"hcv",110086
"PR","Luquillo Municipio",72089,17924,"hcv",965572
"PR","ManatÃ­ Municipio",72091,38062,"cdbg_entitlement",1374429
"PR","ManatÃ­ Municipio",72091,38062,"hcv",2271868
"PR","Maricao Municipio",72093,5900,"hcv",313958
"PR","MayagÃ¼ez Municipio",72097,73336,"cdbg_entitlement",2801185
"PR","MayagÃ¼ez Municipio",72097,73336,"coc",394950
"PR","MayagÃ¼ez Municipio",72097,73336,"hcv",7528699
"PR","MayagÃ¼ez Municipio",72097,73336,"home",1305098
"PR","MayagÃ¼ez Municipio",72097,73336,"hud_disability",264567
"PR","Moca Municipio",72099,35547,"hcv",627545
"PR","Morovis Municipio",72101,30652,"hcv",649722
"PR","Naguabo Municipio",72103,25931,"coc",81263
"PR","Naguabo Municipio",72103,25931,"elderly",840036
"PR","Naguabo Municipio",72103,25931,"hcv",1187756
"PR","Naranjito Municipio",72105,27719,"coc",86292
"PR","Naranjito Municipio",72105,27719,"hcv",1592708
"PR","Orocovis Municipio",72107,20608,"hcv",517587
"PR","Patillas Municipio",72109,16591,"hcv",658747
"PR","PeÃ±uelas Municipio",72111,19797,"hcv",1639646
"PR","Ponce Municipio",72113,135674,"cdbg_entitlement",4705578
"PR","Ponce Municipio",72113,135674,"coc",265166
"PR","Ponce Municipio",72113,135674,"elderly",4128180
"PR","Ponce Municipio",72113,135674,"hcv",14462078
"PR","Ponce Municipio",72113,135674,"home",2057430
"PR","Ponce Municipio",72113,135674,"hud_esg",415185
"PR","Quebradillas Municipio",72115,23261,"elderly",1042028
"PR","RincÃ³n Municipio",72117,13849,"hcv",315222
"PR","RÃ­o Grande Municipio",72119,48828,"cdbg_entitlement",1391698
"PR","RÃ­o Grande Municipio",72119,48828,"hcv",235189
"PR","Sabana Grande Municipio",72121,22140,"hcv",1330650
"PR","Salinas Municipio",72123,27638,"hcv",913154
"PR","San GermÃ¡n Municipio",72125,30811,"cdbg_entitlement",1045399
"PR","San GermÃ¡n Municipio",72125,30811,"hcv",844284
"PR","San Juan Municipio",72127,326953,"cdbg_entitlement",13939601
"PR","San Juan Municipio",72127,326953,"coc",9292414
"PR","San Juan Municipio",72127,326953,"elderly",720810
"PR","San Juan Municipio",72127,326953,"hcv",2.07e+08
"PR","San Juan Municipio",72127,326953,"home",6335438
"PR","San Juan Municipio",72127,326953,"hud_disability",18987
"PR","San Juan Municipio",72127,326953,"hud_esg",1240641
"PR","San Juan Municipio",72127,326953,"hud_hopwa",17215799
"PR","San Lorenzo Municipio",72129,36586,"hcv",1001166
"PR","San SebastiÃ¡n Municipio",72131,36292,"cdbg_entitlement",1251677
"PR","San SebastiÃ¡n Municipio",72131,36292,"hcv",1674855
"PR","Santa Isabel Municipio",72133,21474,"hcv",645562
"PR","Toa Alta Municipio",72135,72450,"cdbg_entitlement",1604161
"PR","Toa Alta Municipio",72135,72450,"hcv",2369433
"PR","Toa Baja Municipio",72137,76008,"cdbg_entitlement",2083924
"PR","Toa Baja Municipio",72137,76008,"hcv",2625366
"PR","Toa Baja Municipio",72137,76008,"home",873823
"PR","Trujillo Alto Municipio",72139,65011,"cdbg_entitlement",1547323
"PR","Trujillo Alto Municipio",72139,65011,"elderly",1050063
"PR","Trujillo Alto Municipio",72139,65011,"hcv",5229634
"PR","Trujillo Alto Municipio",72139,65011,"home",643103
"PR","Utuado Municipio",72141,28041,"hcv",2318866
"PR","Vega Alta Municipio",72143,36559,"coc",549175
"PR","Vega Alta Municipio",72143,36559,"hcv",1427413
"PR","Vega Baja Municipio",72145,51089,"cdbg_entitlement",1665034
"PR","Vega Baja Municipio",72145,51089,"coc",387692
"PR","Vega Baja Municipio",72145,51089,"hcv",3899148
"PR","Vieques Municipio",72147,8508,"hcv",866815
"PR","Villalba Municipio",72149,21899,"hcv",850391
"PR","Yabucoa Municipio",72151,32867,"hcv",1171894
"PR","Yauco Municipio",72153,34501,"cdbg_entitlement",1107540
"PR","Yauco Municipio",72153,34501,"hcv",784616
"RI","Bristol County",44001,48645,"elderly",1513337
"RI","Bristol County",44001,48645,"hcv",6962911
"RI","Bristol County",44001,48645,"hud_disability",153043
"RI","Kent County",44003,164122,"cdbg_entitlement",1892597
"RI","Kent County",44003,164122,"coc",534615
"RI","Kent County",44003,164122,"elderly",4715929
"RI","Kent County",44003,164122,"hcv",15362971
"RI","Kent County",44003,164122,"hud_disability",773433
"RI","Newport County",44005,82731,"coc",103049
"RI","Newport County",44005,82731,"elderly",3187662
"RI","Newport County",44005,82731,"hcv",17421064
"RI","Newport County",44005,82731,"hud_disability",734975
"RI","Providence County",44007,636161,"cdbg_entitlement",19637852
"RI","Providence County",44007,636161,"coc",7794960
"RI","Providence County",44007,636161,"elderly",6601557
"RI","Providence County",44007,636161,"grrp_leading",10320000
"RI","Providence County",44007,636161,"hcv",1.66e+08
"RI","Providence County",44007,636161,"home",5517761
"RI","Providence County",44007,636161,"hud_disability",7693684
"RI","Providence County",44007,636161,"hud_esg",1431569
"RI","Providence County",44007,636161,"hud_hopwa",4921963
"RI","Washington County",44009,126139,"coc",66197
"RI","Washington County",44009,126139,"elderly",562117
"RI","Washington County",44009,126139,"hcv",10468596
"RI","Washington County",44009,126139,"hud_disability",328480
"SC","Abbeville County",45001,24582,"coc",290785
"SC","Aiken County",45003,169947,"cdbg_entitlement",346251
"SC","Aiken County",45003,169947,"coc",365445
"SC","Aiken County",45003,169947,"elderly",663879
"SC","Aiken County",45003,169947,"hcv",13799509
"SC","Aiken County",45003,169947,"hud_disability",584832
"SC","Allendale County",45005,8789,"coc",365445
"SC","Anderson County",45007,200183,"cdbg_entitlement",1166631
"SC","Anderson County",45007,200183,"coc",290785
"SC","Anderson County",45007,200183,"elderly",195875
"SC","Anderson County",45007,200183,"hcv",5952815
"SC","Anderson County",45007,200183,"home",1196798
"SC","Anderson County",45007,200183,"hud_disability",410221
"SC","Bamberg County",45009,14236,"coc",365445
"SC","Bamberg County",45009,14236,"elderly",249787
"SC","Barnwell County",45011,21170,"coc",365445
"SC","Barnwell County",45011,21170,"hcv",8838433
"SC","Beaufort County",45013,189732,"cdbg_entitlement",389680
"SC","Beaufort County",45013,189732,"coc",365890
"SC","Beaufort County",45013,189732,"elderly",434976
"SC","Beaufort County",45013,189732,"hcv",9250816
"SC","Beaufort County",45013,189732,"home",1393594
"SC","Berkeley County",45015,222103,"cdbg_entitlement",2510604
"SC","Berkeley County",45015,222103,"coc",365890
"SC","Berkeley County",45015,222103,"home",1068985
"SC","Berkeley County",45015,222103,"hud_disability",146352
"SC","Calhoun County",45017,14608,"coc",365445
"SC","Calhoun County",45017,14608,"elderly",73278
"SC","Calhoun County",45017,14608,"hud_disability",296649
"SC","Charleston County",45019,407543,"cdbg_entitlement",5261771
"SC","Charleston County",45019,407543,"coc",2605350
"SC","Charleston County",45019,407543,"elderly",1745133
"SC","Charleston County",45019,407543,"hcv",95773107
"SC","Charleston County",45019,407543,"home",2928560
"SC","Charleston County",45019,407543,"hud_disability",118084
"SC","Charleston County",45019,407543,"hud_esg",316348
"SC","Charleston County",45019,407543,"hud_hopwa",2239202
"SC","Cherokee County",45021,57110,"coc",290785
"SC","Cherokee County",45021,57110,"hud_disability",276796
"SC","Chester County",45023,32260,"coc",365445
"SC","Chester County",45023,32260,"elderly",152882
"SC","Chester County",45023,32260,"hcv",1919660
"SC","Chesterfield County",45025,45833,"coc",273762
"SC","Chesterfield County",45025,45833,"hcv",1459288
"SC","Chesterfield County",45025,45833,"hud_disability",310014
"SC","Clarendon County",45027,33865,"coc",273762
"SC","Clarendon County",45027,33865,"hud_disability",293793
"SC","Colleton County",45029,37624,"coc",365890
"SC","Darlington County",45031,66858,"coc",273762
"SC","Darlington County",45031,66858,"hcv",2934508
"SC","Dillon County",45033,30473,"coc",273762
"SC","Dorchester County",45035,161309,"cdbg_entitlement",606197
"SC","Dorchester County",45035,161309,"coc",365890
"SC","Dorchester County",45035,161309,"hud_disability",213147
"SC","Edgefield County",45037,27021,"coc",290785
"SC","Fairfield County",45039,22406,"coc",365445
"SC","Florence County",45041,138237,"cdbg_entitlement",623829
"SC","Florence County",45041,138237,"coc",273762
"SC","Florence County",45041,138237,"elderly",531548
"SC","Florence County",45041,138237,"hcv",12048594
"SC","Florence County",45041,138237,"hud_disability",662243
"SC","Georgetown County",45043,62150,"hcv",1409760
"SC","Greenville County",45045,516126,"cdbg_entitlement",6837981
"SC","Greenville County",45045,516126,"coc",1557083
"SC","Greenville County",45045,516126,"elderly",1653578
"SC","Greenville County",45045,516126,"hcv",57107538
"SC","Greenville County",45045,516126,"home",3194651
"SC","Greenville County",45045,516126,"hud_disability",582545
"SC","Greenville County",45045,516126,"hud_esg",467295
"SC","Greenville County",45045,516126,"hud_hopwa",1634903
"SC","Greenwood County",45047,70672,"coc",924201
"SC","Greenwood County",45047,70672,"hcv",10225154
"SC","Hampton County",45049,19223,"coc",365890
"SC","Horry County",45051,344186,"cdbg_entitlement",3861863
"SC","Horry County",45051,344186,"coc",2767369
"SC","Horry County",45051,344186,"elderly",666965
"SC","Horry County",45051,344186,"hcv",21007062
"SC","Horry County",45051,344186,"home",2478173
"SC","Horry County",45051,344186,"hud_esg",340183
"SC","Jasper County",45053,29558,"coc",365890
"SC","Kershaw County",45055,65926,"coc",273762
"SC","Kershaw County",45055,65926,"hud_disability",335624
"SC","Lancaster County",45057,95378,"coc",365445
"SC","Lancaster County",45057,95378,"hcv",3045375
"SC","Lancaster County",45057,95378,"hud_disability",225448
"SC","Laurens County",45059,66990,"coc",290785
"SC","Laurens County",45059,66990,"hcv",19527033
"SC","Laurens County",45059,66990,"hud_disability",510942
"SC","Lee County",45061,17144,"coc",273762
"SC","Lexington County",45063,295033,"cdbg_entitlement",3724310
"SC","Lexington County",45063,295033,"coc",694228
"SC","Lexington County",45063,295033,"elderly",638083
"SC","Lexington County",45063,295033,"hcv",34025506
"SC","Lexington County",45063,295033,"home",1668514
"SC","Lexington County",45063,295033,"hud_disability",1613722
"SC","Lexington County",45063,295033,"hud_esg",322822
"SC","Marion County",45067,30954,"coc",273762
"SC","Marion County",45067,30954,"elderly",480617
"SC","Marion County",45067,30954,"hcv",703187
"SC","Marion County",45067,30954,"hud_disability",129480
"SC","Marlboro County",45069,26376,"coc",273762
"SC","Marlboro County",45069,26376,"elderly",258242
"SC","Marlboro County",45069,26376,"hcv",2930234
"SC","McCormick County",45065,9495,"coc",290785
"SC","Newberry County",45071,38329,"coc",365445
"SC","Newberry County",45071,38329,"elderly",604077
"SC","Newberry County",45071,38329,"hcv",3524230
"SC","Oconee County",45073,78314,"coc",290785
"SC","Oconee County",45073,78314,"elderly",163811
"SC","Oconee County",45073,78314,"hud_disability",127235
"SC","Orangeburg County",45075,86953,"coc",365445
"SC","Orangeburg County",45075,86953,"elderly",1171206
"SC","Orangeburg County",45075,86953,"home",2387467
"SC","Orangeburg County",45075,86953,"hud_disability",1253933
"SC","Pickens County",45077,125381,"coc",290785
"SC","Pickens County",45077,125381,"elderly",123162
"SC","Richland County",45079,414660,"cdbg_entitlement",5465482
"SC","Richland County",45079,414660,"coc",3117137
"SC","Richland County",45079,414660,"elderly",873246
"SC","Richland County",45079,414660,"hcv",69608194
"SC","Richland County",45079,414660,"home",3360280
"SC","Richland County",45079,414660,"hud_disability",1276574
"SC","Richland County",45079,414660,"hud_esg",148882
"SC","Richland County",45079,414660,"hud_hopwa",11504201
"SC","Saluda County",45081,20292,"coc",290785
"SC","Spartanburg County",45083,313791,"cdbg_entitlement",4499767
"SC","Spartanburg County",45083,313791,"coc",372941
"SC","Spartanburg County",45083,313791,"elderly",1064840
"SC","Spartanburg County",45083,313791,"hcv",31899365
"SC","Spartanburg County",45083,313791,"home",1882292
"SC","Spartanburg County",45083,313791,"hud_disability",671758
"SC","Sumter County",45085,106675,"cdbg_entitlement",658504
"SC","Sumter County",45085,106675,"coc",273762
"SC","Sumter County",45085,106675,"elderly",644464
"SC","Sumter County",45085,106675,"hcv",9876817
"SC","Sumter County",45085,106675,"home",1641860
"SC","Sumter County",45085,106675,"hud_disability",258694
"SC","Union County",45087,27325,"coc",290785
"SC","Union County",45087,27325,"hcv",1842588
"SC","Union County",45087,27325,"hud_disability",15
"SC","Williamsburg County",45089,30810,"coc",273762
"SC","Williamsburg County",45089,30810,"hud_disability",107961
"SC","York County",45091,273887,"cdbg_entitlement",1057804
"SC","York County",45091,273887,"coc",365445
"SC","York County",45091,273887,"elderly",901957
"SC","York County",45091,273887,"hcv",14409992
"SC","York County",45091,273887,"hud_disability",1152170
"SD","Beadle County",46005,18338,"hcv",1831365
"SD","Brookings County",46011,35115,"elderly",127144
"SD","Brookings County",46011,35115,"hcv",3101343
"SD","Brown County",46013,38988,"hcv",5350836
"SD","Clay County",46027,14076,"hcv",2117372
"SD","Codington County",46029,28133,"hcv",1630240
"SD","Codington County",46029,28133,"hud_disability",125718
"SD","Davison County",46035,19890,"hcv",874100
"SD","Faulk County",46049,2315,"hcv",53280
"SD","Grant County",46051,7125,"hcv",468575
"SD","Hughes County",46065,17560,"coc",39684
"SD","Hughes County",46065,17560,"hcv",1678135
"SD","Jerauld County",46073,2009,"hcv",1717
"SD","Lake County",46079,12747,"coc",652160
"SD","Lake County",46079,12747,"hcv",988515
"SD","Lawrence County",46081,25806,"hcv",2857055
"SD","Lincoln County",46083,58887,"hcv",1033882
"SD","Meade County",46093,28149,"hcv",3012294
"SD","Minnehaha County",46099,191682,"cdbg_entitlement",2105454
"SD","Minnehaha County",46099,191682,"coc",352543
"SD","Minnehaha County",46099,191682,"elderly",136179
"SD","Minnehaha County",46099,191682,"hcv",27160079
"SD","Minnehaha County",46099,191682,"home",1145634
"SD","Minnehaha County",46099,191682,"hud_disability",175351
"SD","Oglala Lakota County",46102,14277,"hcv",193668
"SD","Pennington County",46103,112504,"cdbg_entitlement",1047786
"SD","Pennington County",46103,112504,"coc",72186
"SD","Pennington County",46103,112504,"hcv",19802912
"SD","Pennington County",46103,112504,"hud_disability",107771
"SD","Spink County",46115,6438,"hcv",410770
"SD","Todd County",46121,10308,"hcv",401706
"SD","Union County",46127,15659,"elderly",219911
"SD","Walworth County",46129,5431,"hcv",1297288
"SD","Yankton County",46135,22746,"coc",152957
"SD","Yankton County",46135,22746,"hcv",1351404
"TN","Anderson County",47001,76513,"cdbg_entitlement",427745
"TN","Anderson County",47001,76513,"coc",345048
"TN","Anderson County",47001,76513,"hcv",3658659
"TN","Anderson County",47001,76513,"hud_disability",68675
"TN","Bedford County",47003,48937,"coc",115538
"TN","Bedford County",47003,48937,"elderly",72018
"TN","Bedford County",47003,48937,"hud_disability",193378
"TN","Benton County",47005,16133,"coc",105116
"TN","Benton County",47005,16133,"elderly",483083
"TN","Bledsoe County",47007,14961,"coc",408608
"TN","Blount County",47009,131641,"coc",141843
"TN","Blount County",47009,131641,"hcv",5111917
"TN","Blount County",47009,131641,"hud_disability",55652
"TN","Bradley County",47011,106924,"cdbg_entitlement",759366
"TN","Bradley County",47011,106924,"coc",408608
"TN","Bradley County",47011,106924,"elderly",163256
"TN","Bradley County",47011,106924,"hcv",2088657
"TN","Campbell County",47013,39818,"coc",141843
"TN","Campbell County",47013,39818,"hcv",2894893
"TN","Cannon County",47015,14374,"coc",46299
"TN","Carroll County",47017,27841,"coc",105116
"TN","Carter County",47019,56452,"coc",261192
"TN","Carter County",47019,56452,"hcv",2364930
"TN","Cheatham County",47021,40539,"coc",115538
"TN","Chester County",47023,17260,"coc",105116
"TN","Clay County",47027,7640,"coc",46299
"TN","Cocke County",47029,35797,"coc",141843
"TN","Coffee County",47031,56024,"coc",115538
"TN","Coffee County",47031,56024,"hcv",1077561
"TN","Crockett County",47033,14310,"coc",105116
"TN","Cumberland County",47035,60016,"coc",653850
"TN","Cumberland County",47035,60016,"elderly",122562
"TN","Cumberland County",47035,60016,"hcv",3123953
"TN","Cumberland County",47035,60016,"hud_disability",38919
"TN","Davidson County",47037,690540,"cdbg_entitlement",9996229
"TN","Davidson County",47037,690540,"coc",15414360
"TN","Davidson County",47037,690540,"elderly",1575769
"TN","Davidson County",47037,690540,"hcv",2.3e+08
"TN","Davidson County",47037,690540,"home",5473172
"TN","Davidson County",47037,690540,"hud_disability",862012
"TN","Davidson County",47037,690540,"hud_esg",901641
"TN","Davidson County",47037,690540,"hud_hopwa",8775277
"TN","DeKalb County",47041,20104,"coc",46299
"TN","Decatur County",47039,11663,"coc",105116
"TN","Dickson County",47043,53289,"coc",115538
"TN","Dickson County",47043,53289,"hcv",10596788
"TN","Dyer County",47045,37201,"coc",105116
"TN","Dyer County",47045,37201,"elderly",264896
"TN","Dyer County",47045,37201,"grrp_comp",1840000
"TN","Dyer County",47045,37201,"hud_disability",124053
"TN","Fayette County",47047,40612,"coc",216520
"TN","Fentress County",47049,18405,"coc",46299
"TN","Fentress County",47049,18405,"hud_disability",71320
"TN","Franklin County",47051,41999,"coc",408608
"TN","Gibson County",47053,49193,"coc",105116
"TN","Gibson County",47053,49193,"elderly",301171
